dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,dissimilarity_d5_a0,dissimilarity_d5_a45,dissimilarity_d5_a90,dissimilarity_d5_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135,correlation_d5_a0,correlation_d5_a45,correlation_d5_a90,correlation_d5_a135,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,contrast_d5_a0,contrast_d5_a45,contrast_d5_a90,contrast_d5_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,energy_d5_a0,energy_d5_a45,energy_d5_a90,energy_d5_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,homogeneity_d5_a0,homogeneity_d5_a45,homogeneity_d5_a90,homogeneity_d5_a135,ASM_d1_a0,ASM_d1_a45,ASM_d1_a90,ASM_d1_a135,ASM_d3_a0,ASM_d3_a45,ASM_d3_a90,ASM_d3_a135,ASM_d5_a0,ASM_d5_a45,ASM_d5_a90,ASM_d5_a135,category
0.8983759842519687,1.1663463326926657,0.8836122047244094,1.1695703391406784,1.5772500000000003,1.577727387251196,1.6225000000000007,1.5736961451247158,1.745934959349594,1.838189386056192,1.8178353658536588,1.7950052029136316,0.658352081591825,0.5517885406273212,0.6669887269157836,0.5490283276822542,0.35925048968474754,0.3579513545112744,0.334956965497881,0.3623125827588351,0.2780907082650858,0.21743976599452122,0.23412898550389658,0.24064277254356373,3.646653543307088,4.780457560915125,3.5620078740157477,4.809225618451237,6.806999999999998,6.8248929201310125,7.094000000000002,6.778533635676491,7.658536585365855,8.27263267429761,8.159552845528456,8.024973985431842,0.585456989304455,0.5569044013282788,0.5863714903012824,0.5569017542251191,0.5229234658837515,0.5231308176804813,0.5204961856698617,0.5235448040214854,0.5124277297296672,0.5093858669425168,0.510424319623095,0.5115758585928136,0.7901084903979765,0.7287938394881317,0.7928643959097874,0.7284270355714998,0.6424759244811984,0.6429177427921752,0.6344790762989547,0.6429093771313417,0.6075747139122196,0.592505726127524,0.5961490885069124,0.6009015028131778,0.3427598863254367,0.3101425122188086,0.3438315246381469,0.3101395638590149,0.27344895117187495,0.273665852407049,0.27091627929687506,0.27409916181789556,0.2625821781959009,0.25947396144077933,0.2605329860626994,0.2617098590949744,Aluminium
0.8452263779527561,1.207266414532829,0.9566929133858264,1.1851943703887409,1.5685000000000002,1.7384731670445956,1.8737500000000002,1.7236079617031996,1.7705792682926829,2.1001560874089487,2.1516768292682924,2.1024973985431843,0.7137015302697273,0.5808797222650652,0.6745789600244865,0.5932510240954866,0.43858430683062777,0.3528990221621916,0.2923913678153353,0.3733425992449199,0.34859195316160635,0.15765821677768715,0.14260868627470782,0.17884332121537244,3.4143700787401574,5.005642011284022,3.891732283464565,4.857833715667431,6.689999999999999,7.737969261778787,8.491,7.493071302595113,7.7408536585365875,10.088449531737773,10.289634146341465,9.835587929240376,0.551385113578424,0.512453615213885,0.5385064409196674,0.513374394388755,0.4810544773268928,0.47101762838158856,0.4628177476913834,0.4703633408744749,0.4683664691070327,0.4555461222262007,0.4529473328749608,0.45453080881023183,0.8020620301421597,0.7208375470893553,0.7766651350278825,0.7243611740461117,0.6419646746762367,0.611964136649288,0.585003243007614,0.6105874514065378,0.6011554825721451,0.5485198706958646,0.535432000067287,0.5423053430074589,0.3040255434758915,0.26260870774578055,0.28998918691196723,0.26355326881402097,0.23141341015625003,0.22185760624621625,0.21420026757812502,0.2212416724385975,0.21936714938378904,0.20752226947532862,0.20516128635854056,0.20659825615768354,Aluminium
0.7797736220472442,1.0088660177320359,0.756889763779528,1.0029140058280117,1.3485000000000005,1.356512975560594,1.3822500000000002,1.3761652809271852,1.4105691056910565,1.5075442247658692,1.5121951219512202,1.5122268470343392,0.6769650585207533,0.5815080591356823,0.68710431072737,0.5825277763405172,0.4232383877298179,0.4275681497481523,0.40611180178644585,0.41577135168846463,0.3973181131940423,0.3581508121555295,0.35061168536356335,0.3521887739060947,3.142716535433071,4.071176142352286,3.045275590551182,4.061256122512245,5.612,5.569160997732424,5.775,5.684051398337111,5.869918699186989,6.2424557752341325,6.315040650406506,6.30072840790843,0.5734800999440166,0.545362264476383,0.5765621217534387,0.5463629054744692,0.51236592949095,0.5107670426509852,0.5096082115673521,0.5094665618516605,0.5069070090373688,0.4989012884346476,0.49901576778923373,0.49887316365826523,0.8171865536038765,0.763621637650515,0.822405315851356,0.7654117299184825,0.6888217194570139,0.6848353016420241,0.681612139179279,0.6812290728257115,0.6744877313026523,0.6512390468073886,0.6514947222338506,0.6511343553201151,0.3288794250317993,0.2974199995148084,0.33242388024082703,0.2985124244785038,0.2625188457031251,0.26088297185843334,0.25970052929687515,0.2595561776449518,0.2569547158112111,0.24890249560175143,0.24901673650227846,0.24887443341840626,Aluminium
0.832185039370079,1.0897141794283591,0.8026574803149611,1.078058156116312,1.6064999999999998,1.5956160241874524,1.5155000000000007,1.536407155454774,1.8384146341463414,1.8977627471383975,1.7530487804878052,1.7700312174817896,0.7106879936770101,0.6172602587579933,0.720618775448306,0.6209713247613008,0.4043621444820376,0.41674820822356107,0.44793361284621014,0.436476608415106,0.29719629654070273,0.2759163455152071,0.33986681557787024,0.32889360554312275,3.3425196850393704,4.414408828817659,3.2303149606299226,4.371752743505487,6.877999999999999,6.719072814310908,6.366000000000002,6.492315444696395,8.095528455284551,8.296566077003124,7.581300813008132,7.698231009365243,0.5549024411245259,0.5253527084052857,0.5586023391392992,0.5266021419327446,0.4805507541808149,0.4806546039751904,0.4864191001755842,0.48511475980702135,0.4668963182810147,0.46387242234197507,0.47146903142632435,0.4706820699169505,0.8045783304236293,0.7451551391790567,0.8116916663697581,0.748009052579191,0.6342473078653376,0.6337868755911834,0.6517784989858011,0.6479467629472457,0.5875850075080126,0.5724728275597337,0.6029357851699908,0.6001854169723116,0.307916719165958,0.27599546822876914,0.3120365732918967,0.2773098158881545,0.23092902734374998,0.2310288483225471,0.23660354101562503,0.23533633018262404,0.21799217202436658,0.2151776242094117,0.22228304759407644,0.2215416109413051,Aluminium
1.3907480314960634,2.0239320478640974,1.5807086614173242,1.946803893607787,2.7375,2.928445452254972,3.1092500000000003,2.8319475938523517,3.2324695121951237,3.4882934443288263,3.5327743902439037,3.4768470343392304,0.7805288629031321,0.6172820483779865,0.7244173984711059,0.6375240543724092,0.4109180179725768,0.29746182529828785,0.21712594386660583,0.34471287795491135,0.22294997717875512,0.10958923007298779,0.08238828585383119,0.12706577365525598,6.4350393700787425,11.139190278380571,8.035433070866148,10.550933101866205,17.298000000000002,20.298311917359495,22.644999999999985,18.934744268077573,22.78150406504067,25.64724245577525,26.287601626016272,25.131113423517167,0.43418623992382654,0.3944015462567263,0.4222189192423141,0.39765203349150174,0.3614543404558518,0.3586685801756043,0.353199864851687,0.35944619244674203,0.3479624765043826,0.3436076560625423,0.34295967425480006,0.3428731864292667,0.6931565873771871,0.5883190630436945,0.6639682478883409,0.6000238628840264,0.48826133791412984,0.47794261682413514,0.45927941814462625,0.4822547477860549,0.434554886475407,0.40995912256266925,0.4075110803097042,0.4070676186748593,0.18851769093919066,0.1555525796896966,0.17826881576614773,0.15812713973992643,0.13064924023437482,0.12864315040518393,0.12475014453124993,0.1292015652644603,0.12107788505506303,0.11806622130479434,0.11762133816495858,0.11756202197215865,Aluminium
0.940698818897638,1.2821625643251284,1.0204232283464567,1.3295306590613178,1.741,1.809775762156714,1.9340000000000006,1.850340136054421,1.9601117886178863,2.0957336108220614,2.1298272357723578,2.1264308012486985,0.6952372578639442,0.5682672096106803,0.6627619876349059,0.5530220596215583,0.3681252935127303,0.32412838535658217,0.2495419281899341,0.3087358001943495,0.23129541147697516,0.15311060377441316,0.11148453035260564,0.1317559412590948,3.8179133858267713,5.4004588009176,4.22736220472441,5.589931179862358,7.887999999999998,8.440413202317961,9.393999999999998,8.626858150667672,9.551829268292682,10.528616024973987,11.082317073170733,10.761706555671175,0.5805598348395588,0.5480329405001254,0.5730293728042377,0.543331274472871,0.515106138562117,0.5125209863236062,0.5078357417758228,0.50987424561693,0.5061886142805223,0.5019344708881931,0.5024017496002952,0.5002457359161361,0.7801523263914056,0.7052981742100166,0.7637216918138003,0.6940974202341722,0.6141647034538615,0.6033895301615368,0.5845789654729867,0.5939180661685992,0.5821376653960079,0.5593732988970282,0.5589693111559455,0.5514528927685665,0.3370497218289357,0.300340103873214,0.328362662096418,0.2952088738203143,0.26533433398437484,0.2626777614221222,0.25789714062500013,0.2599717463434334,0.2562269132272354,0.2519382130658103,0.2524075180014377,0.25024579630227656,Aluminium
0.9534940944881891,1.2442184884369767,0.9625984251968506,1.2918345836691674,1.7027500000000007,1.7059712773998483,1.7884999999999998,1.7563618039808508,1.8579776422764225,1.903746097814776,1.9654471544715442,2.0205515088449535,0.7094647790100926,0.6132187093768456,0.7058795564808824,0.5971888433086459,0.44135529550193314,0.44280450074831074,0.39387045825540545,0.41374474870135053,0.37870050938975003,0.3469773299748111,0.298789895828514,0.2889268665386231,3.863188976377953,5.141546283092565,3.905511811023621,5.3538347076694155,7.445,7.4043839758125465,8.01,7.789367598891406,8.277439024390244,8.63267429760666,9.221544715447152,9.395421436004163,0.5307708215396076,0.5002217380263955,0.5299624785894231,0.4959897059135094,0.46361936965777756,0.4632991291210508,0.4600659259823531,0.460895277757557,0.4542307892769407,0.4539305122521015,0.4527406900802951,0.44791909026603655,0.7770290732889159,0.7118624753086609,0.7750525528200376,0.7012709464332958,0.6166540489936029,0.6146087553795464,0.6015732251521297,0.6075175054794487,0.5855630801198012,0.5794880670700948,0.5736593414921072,0.5599566095527004,0.2817176649978301,0.2502217871941478,0.28086022871264477,0.24600578837216952,0.214942919921875,0.2146460830443241,0.21166065624999997,0.21242445705921564,0.20632560992715254,0.20605290995345527,0.2049741324543818,0.20063151142475377,Aluminium
0.8476870078740161,1.1018662037324074,0.8449803149606301,1.109306218612437,1.5142499999999997,1.499370118417737,1.5597500000000002,1.5331317712270096,1.6488821138211383,1.6748178980228923,1.7281504065040654,1.7877211238293444,0.7103726831274086,0.6162359217033619,0.709047834127267,0.6123484194788198,0.452048565794708,0.4534018124998486,0.4175729289524125,0.43485065323862315,0.3997702245064932,0.3620679999306561,0.3326448270623704,0.3016509311988034,3.432086614173229,4.5046810093620175,3.411417322834646,4.550313100626202,6.508999999999998,6.380448475686569,6.731000000000001,6.5981355505165045,7.13617886178862,7.346514047866805,7.634146341463414,8.058272632674296,0.5849130534291018,0.5580571165263781,0.5862918817710495,0.557612039801423,0.5204833841007798,0.5227605606596764,0.5193740034587311,0.5204256177520982,0.5094496054706215,0.5107739752401403,0.5086486591761223,0.5036488547149314,0.8017039583852925,0.7434646959791656,0.8020647023194502,0.7420523971957602,0.6562246528319549,0.6577878936229173,0.6465330940864409,0.6521080502148792,0.6269761019501285,0.6236342331421619,0.613070796022362,0.6041425226524421,0.3421232800717553,0.3114277453057355,0.3437381706306383,0.31093118693150384,0.27090295312499985,0.27327860378121915,0.26974935546875,0.27084282361265305,0.25953890051417183,0.26089005378261554,0.2587234584816671,0.253662168855662,Aluminium
1.2005413385826786,1.819083638167278,1.534202755905513,1.8488436976873963,2.3627500000000015,2.6570924666162745,2.933999999999998,2.6956412194507418,2.8727134146341466,3.1581685744016648,3.30157520325203,3.286940686784601,0.7887548743874064,0.6156170359607009,0.6879780648538988,0.6038156297418824,0.45436403839773953,0.3106660795327423,0.1762084213106759,0.28085019992607185,0.2521583744234268,0.09649395694191963,0.04088223929468322,0.035553232838908086,5.260826771653545,9.563891127782266,7.7726377952755925,9.857523715047433,13.529,17.114638447971767,20.581999999999987,17.85537918871251,18.65142276422765,22.495317377731524,24.02947154471543,24.017689906347556,0.4691140387311954,0.423538870929202,0.4449763394145185,0.4220976934160367,0.3935352514586526,0.3832884212364149,0.37652590330463964,0.38279403800594675,0.374730311248482,0.36946791173441207,0.3678201755768145,0.368055953984055,0.7291645723516497,0.6193126642410999,0.6723947226988982,0.6157631165787272,0.5309332547990929,0.4988405664223489,0.47538934618015466,0.49833003898821465,0.46673063644372514,0.44325311561217984,0.4275693463601844,0.4316900440133211,0.2200679813346935,0.17938517518798325,0.19800394263874477,0.17816646278713852,0.15486999414062494,0.1469100138539034,0.14177175585937485,0.14653127553289821,0.1404228061683842,0.1365065378013873,0.13529168156135865,0.13546518526311283,Aluminium
0.9210137795275591,1.3096906193812385,1.0036909448818898,1.2672825345650693,1.6705,1.8390022675736954,1.9092499999999994,1.7833207357016878,1.8099593495934954,2.1181061394380856,2.1389735772357725,2.14958376690947,0.7027236053494317,0.5646456815147534,0.6733447431468368,0.5786932514815336,0.4224722834806761,0.3347781260812795,0.28579580756017914,0.35866013045212114,0.36405824400640957,0.1884046015117335,0.17473077042472865,0.1825690472132525,3.725393700787402,5.437162874325748,4.079724409448819,5.261578523157048,7.240000000000001,8.275132275132272,8.852999999999998,7.977828168304358,7.971544715447153,10.056191467221643,10.226626016260163,10.125910509885538,0.5389151909683301,0.4983643918592849,0.5296656370465584,0.5025076869908479,0.4685431897948416,0.4601972754093083,0.45856514923590724,0.463561214595855,0.4597980087131167,0.4496856295485437,0.4488410983390832,0.44765559803776567,0.7844506003491644,0.6972964995391686,0.7656598496454909,0.7070009071520718,0.6219465433154862,0.5920988686047478,0.5827701651313538,0.6029994819201201,0.5943807425279743,0.5440315860628726,0.5404559061726426,0.534541743736395,0.2904295830564317,0.24836706707327488,0.2805456870679366,0.252513975484892,0.219532720703125,0.21178153229415078,0.21028199609374987,0.21488899967758432,0.21141420881654735,0.2022171654224701,0.20145833155823456,0.2003955344545496,Aluminium
